729 4
81 149 39
81 58 23
81 343 21
81 458 28
82 432 10
82 421 12
82 721 44
82 651 32
83 303 20
83 626 28
83 249 21
83 293 40
84 672 0
84 157 24
84 324 40
84 443 24
85 496 10
85 457 45
85 434 43
85 466 7
86 671 47
86 693 37
86 309 21
86 688 41
87 30 19
87 143 37
87 370 5
87 497 10
88 172 18
88 119 22
88 442 17
88 478 42
89 354 14
89 433 25
89 341 20
89 143 14
90 57 37
90 330 44
90 184 48
90 55 25
91 134 6
91 118 34
91 637 37
91 458 32
92 301 40
92 710 26
92 298 38
92 112 24
93 425 15
93 506 28
93 456 4
93 98 18
94 662 41
94 210 42
94 685 9
94 589 41
95 404 40
95 502 3
95 671 15
95 535 4
96 235 29
96 509 3
96 534 49
96 553 42
97 354 41
97 207 7
97 467 46
97 404 19
98 369 2
98 258 7
98 570 17
98 678 24
99 234 15
99 367 50
99 151 19
99 520 30
100 283 14
100 95 18
100 284 49
100 212 24
101 701 31
101 224 18
101 665 23
101 493 27
102 273 8
102 101 14
102 113 7
102 217 18
103 3 44
103 601 22
103 709 25
103 213 21
104 248 12
104 404 0
104 88 37
104 502 5
105 172 39
105 332 30
105 523 14
105 648 4
106 453 4
106 600 28
106 83 44
106 678 26
107 387 22
107 555 12
107 427 38
107 340 46
108 264 1
108 690 28
108 397 41
108 79 3
109 28 33
109 700 33
109 268 47
109 542 25
110 368 2
110 242 10
110 579 39
110 88 30
111 205 37
111 596 10
111 180 35
111 254 5
112 722 0
112 57 21
112 118 35
112 600 16
113 255 42
113 615 13
113 692 26
113 666 43
114 577 1
114 58 42
114 116 6
114 126 21
115 686 38
115 282 48
115 679 47
115 159 32
116 159 39
116 154 46
116 329 23
116 199 0
117 444 11
117 528 0
117 350 8
117 208 44
118 548 39
118 200 47
118 113 13
118 447 46
119 548 37
119 261 27
119 547 29
119 381 15
120 361 12
120 253 10
120 564 32
120 48 20
121 553 20
121 625 19
121 701 23
121 632 45
122 701 16
122 523 22
122 367 23
122 95 7
123 150 35
123 224 45
123 357 40
123 602 2
124 381 1
124 60 22
124 231 14
124 712 20
125 726 41
125 106 12
125 122 29
125 568 49
126 255 47
126 581 30
126 700 28
126 390 19
127 258 48
127 408 15
127 49 9
127 627 22
128 406 29
128 589 3
128 218 26
128 581 28
129 53 31
129 168 45
129 660 7
129 263 35
130 255 33
130 548 31
130 115 47
130 584 24
131 366 1
131 675 1
131 95 23
131 417 8
132 117 27
132 255 23
132 523 22
132 536 2
133 689 13
133 215 48
133 630 18
133 89 44
134 584 16
134 222 2
134 371 45
134 89 46
135 369 12
135 83 33
135 185 12
135 21 6
136 292 19
136 317 45
136 439 33
136 706 36
137 165 47
137 196 24
137 408 45
137 500 22
138 619 25
138 639 18
138 406 44
138 552 44
139 352 35
139 159 34
139 71 13
139 265 14
140 508 40
140 164 25
140 554 41
140 613 0
141 569 4
141 525 46
141 355 22
141 615 22
142 138 0
142 420 19
142 382 36
142 134 32
143 72 35
143 133 24
143 688 12
143 710 40
144 564 14
144 530 18
144 20 28
144 627 2
145 641 49
145 590 5
145 53 37
145 404 31
146 604 0
146 153 44
146 520 44
146 726 5
147 238 21
147 392 17
147 154 18
147 314 21
148 11 30
148 322 44
148 90 3
148 589 29
149 180 28
149 284 39
149 382 49
149 614 39
150 162 42
150 51 23
150 186 37
150 696 19
151 397 9
151 334 46
151 106 20
151 266 29
152 659 35
152 481 19
152 396 25
152 347 50
153 11 33
153 42 25
153 90 48
153 75 47
154 96 32
154 215 8
154 118 39
154 721 33
155 464 9
155 628 38
155 634 31
155 497 17
156 423 45
156 193 5
156 666 29
156 604 42
157 486 12
157 693 40
157 685 21
157 434 35
158 639 17
158 411 20
158 309 20
158 142 15
159 537 40
159 114 42
159 283 12
159 217 20
160 357 36
160 570 32
160 356 0
160 69 12
161 104 7
161 656 3
161 666 7
161 34 42
162 56 29
162 218 24
162 666 6
162 573 15
163 429 10
163 395 49
163 576 30
163 291 30
164 350 50
164 313 25
164 515 25
164 416 28
165 536 20
165 310 29
165 56 41
165 88 10
166 356 35
166 643 15
166 121 19
166 546 15
167 392 12
167 119 8
167 135 28
167 610 14
168 128 30
168 251 42
168 101 39
168 601 6
169 340 27
169 502 23
169 2 22
169 604 44
170 373 45
170 666 21
170 446 35
170 596 8
171 321 25
171 561 46
171 171 26
171 674 15
172 556 13
172 175 8
172 242 46
172 114 21
173 439 21
173 228 43
173 497 37
173 549 28
174 393 3
174 267 36
174 197 10
174 57 28
175 676 5
175 201 37
175 552 2
175 266 38
176 564 20
176 141 15
176 401 11
176 545 50
177 507 17
177 427 3
177 298 43
177 433 43
178 681 7
178 295 38
178 663 44
178 200 46
179 295 26
179 372 29
179 205 10
179 23 28
180 32 27
180 642 34
180 196 24
180 64 43
181 106 30
181 308 10
181 614 40
181 326 25
182 692 13
182 306 45
182 368 11
182 472 13
183 156 15
183 310 35
183 397 27
183 327 10
184 103 21
184 148 3
184 88 18
184 49 4
185 27 31
185 592 8
185 658 30
185 79 39
186 344 10
186 490 14
186 402 8
186 571 13
187 279 16
187 651 34
187 473 0
187 424 14
188 344 47
188 646 29
188 111 27
188 164 18
189 285 30
189 484 36
189 560 36
189 564 26
190 237 1
190 364 49
190 474 4
190 91 4
191 566 28
191 12 46
191 621 3
191 658 21
192 130 37
192 676 6
192 489 5
192 399 45
193 629 44
193 704 46
193 678 26
193 170 35
194 13 50
194 227 39
194 481 40
194 221 0
195 687 38
195 557 32
195 639 4
195 385 44
196 136 7
196 71 23
196 142 8
196 451 25
197 727 2
197 564 34
197 102 47
197 605 17
198 654 49
198 395 45
198 625 6
198 514 19
199 231 42
199 96 48
199 368 22
199 708 47
200 116 11
200 286 9
200 439 34
200 382 30
201 52 45
201 125 11
201 337 12
201 293 1
202 68 33
202 435 16
202 492 15
202 155 32
203 53 46
203 174 11
203 714 18
203 327 25
204 509 34
204 531 36
204 716 32
204 617 31
205 109 19
205 156 5
205 123 36
205 211 22
206 345 18
206 660 18
206 663 26
206 116 14
207 84 41
207 129 8
207 551 33
207 343 2
208 719 24
208 110 39
208 574 50
208 593 32
209 60 9
209 21 37
209 653 29
209 311 42
210 467 6
210 52 34
210 412 21
210 344 47
211 211 4
211 81 17
211 435 49
211 218 30
212 106 39
212 453 23
212 457 29
212 42 13
213 370 35
213 562 40
213 355 25
213 220 27
214 98 37
214 454 39
214 44 5
214 423 10
215 709 23
215 96 6
215 350 0
215 432 40
216 717 45
216 205 7
216 382 11
216 587 36
217 580 0
217 447 42
217 109 31
217 579 49
218 94 5
218 6 48
218 672 7
218 410 43
219 462 44
219 401 37
219 504 43
219 443 41
220 67 19
220 66 28
220 557 12
220 532 13
221 151 20
221 588 11
221 256 27
221 355 31
222 500 20
222 695 42
222 29 2
222 577 11
223 124 49
223 403 35
223 679 1
223 74 23
224 693 1
224 171 38
224 575 43
224 152 39
225 461 19
225 418 9
225 525 12
225 227 3
226 403 50
226 39 46
226 447 12
226 286 10
227 454 4
227 254 18
227 660 5
227 313 28
228 491 14
228 638 31
228 331 37
228 10 34
229 623 33
229 153 10
229 252 38
229 690 21
230 227 46
230 716 23
230 75 34
230 645 39
231 372 41
231 233 48
231 682 26
231 250 29
232 155 40
232 103 18
232 639 0
232 340 0
233 321 4
233 25 34
233 348 26
233 304 48
234 242 48
234 240 31
234 169 36
234 322 24
235 215 43
235 527 22
235 220 9
235 141 0
236 295 48
236 212 26
236 280 16
236 318 18
237 503 15
237 248 13
237 494 20
237 255 46
238 523 28
238 704 43
238 715 7
238 460 23
239 125 8
239 685 10
239 542 50
239 679 48
240 490 40
240 366 49
240 484 9
240 211 19
241 504 32
241 360 24
241 633 40
241 707 11
242 298 46
242 424 20
242 506 14
242 452 22
243 123 48
243 270 47
243 269 37
243 695 29
244 308 30
244 57 19
244 486 5
244 34 43
245 195 27
245 719 8
245 96 22
245 618 41
246 97 20
246 685 21
246 676 16
246 91 10
247 4 26
247 323 4
247 208 36
247 188 6
248 475 17
248 251 15
248 401 3
248 87 29
249 132 39
249 94 49
249 592 33
249 222 37
250 221 28
250 642 15
250 397 24
250 298 30
251 208 24
251 405 26
251 125 8
251 174 47
252 212 37
252 476 29
252 646 21
252 343 24
253 601 37
253 372 21
253 558 5
253 44 30
254 158 35
254 155 16
254 527 18
254 136 5
255 214 3
255 171 45
255 554 13
255 722 19
256 695 5
256 199 19
256 296 2
256 485 1
257 316 1
257 429 41
257 587 48
257 280 31
258 699 41
258 673 31
258 583 2
258 559 36
259 115 39
259 710 35
259 218 32
259 39 49
260 69 29
260 476 10
260 112 13
260 556 41
261 708 0
261 618 41
261 190 42
261 65 26
262 219 3
262 597 28
262 381 29
262 700 2
263 537 12
263 215 37
263 33 44
263 343 38
264 695 46
264 192 20
264 388 43
264 233 49
265 178 9
265 616 46
265 523 15
265 394 9
266 617 42
266 643 20
266 657 49
266 53 39
267 568 45
267 614 8
267 559 27
267 640 44
268 328 6
268 361 7
268 114 25
268 324 35
269 613 40
269 191 19
269 639 19
269 477 27
270 684 12
270 85 12
270 415 15
270 286 30
271 120 31
271 686 40
271 77 44
271 250 12
272 387 33
272 71 46
272 271 33
272 707 34
273 441 40
273 591 8
273 217 16
273 457 34
274 531 35
274 722 41
274 563 10
274 280 50
275 505 45
275 440 6
275 191 32
275 18 27
276 441 16
276 278 28
276 445 15
276 229 30
277 50 4
277 111 27
277 624 18
277 176 34
278 239 10
278 646 15
278 156 21
278 21 16
279 324 22
279 118 16
279 201 1
279 221 32
280 95 33
280 407 11
280 100 28
280 106 32
281 586 38
281 292 17
281 102 13
281 619 47
282 484 13
282 138 40
282 561 5
282 116 40
283 246 17
283 578 32
283 653 33
283 161 43
284 684 19
284 112 31
284 10 50
284 35 16
285 691 15
285 451 17
285 406 31
285 485 42
286 376 39
286 615 36
286 428 6
286 8 13
287 642 25
287 402 43
287 142 9
287 159 11
288 478 29
288 381 47
288 231 11
288 628 24
289 241 31
289 585 40
289 500 12
289 190 29
290 223 2
290 523 29
290 641 0
290 92 48
291 165 12
291 233 12
291 187 23
291 145 2
292 291 40
292 39 20
292 289 5
292 715 6
293 347 50
293 639 26
293 198 0
293 594 4
294 690 12
294 409 16
294 57 17
294 438 12
295 120 18
295 47 5
295 317 49
295 265 44
296 58 44
296 627 13
296 521 29
296 112 6
297 398 29
297 469 17
297 92 0
297 553 29
298 142 50
298 41 50
298 457 48
298 684 21
299 133 21
299 385 13
299 183 41
299 307 30
300 145 5
300 63 41
300 621 11
300 352 1
301 217 49
301 610 27
301 275 45
301 638 25
302 291 37
302 555 29
302 214 35
302 650 45
303 335 22
303 244 29
303 139 14
303 318 38
304 657 34
304 627 40
304 516 15
304 422 36
305 132 30
305 89 25
305 163 0
305 407 30
306 402 18
306 159 31
306 698 32
306 527 47
307 519 17
307 100 44
307 80 13
307 676 38
308 55 7
308 716 26
308 107 33
308 221 16
309 244 15
309 31 29
309 674 16
309 329 43
310 205 31
310 543 9
310 452 0
310 107 26
311 295 20
311 306 1
311 715 40
311 484 36
312 70 47
312 321 14
312 183 16
312 53 9
313 397 42
313 706 5
313 47 49
313 478 29
314 630 6
314 503 16
314 324 6
314 135 22
315 504 15
315 397 46
315 577 3
315 56 1
316 173 46
316 617 20
316 235 23
316 519 0
317 171 42
317 259 26
317 248 8
317 456 13
318 270 48
318 170 30
318 559 22
318 225 11
319 194 30
319 622 21
319 619 46
319 580 19
320 155 40
320 725 36
320 528 18
320 399 25
321 45 24
321 281 9
321 641 1
321 626 10
322 341 0
322 252 48
322 654 43
322 198 17
323 493 46
323 223 49
323 68 11
323 342 16
324 609 46
324 291 28
324 502 12
324 219 41
325 41 0
325 689 2
325 20 24
325 344 12
326 265 28
326 331 12
326 121 47
326 705 39
327 245 49
327 22 7
327 558 0
327 670 24
328 725 44
328 444 37
328 170 11
328 424 43
329 28 20
329 217 10
329 506 47
329 129 7
330 561 7
330 111 19
330 197 46
330 76 26
331 443 42
331 589 28
331 319 23
331 209 23
332 333 5
332 172 5
332 362 47
332 369 5
333 83 38
333 559 46
333 195 24
333 650 39
334 121 3
334 173 28
334 467 42
334 469 46
335 498 11
335 68 23
335 563 2
335 550 10
336 47 17
336 534 5
336 482 47
336 638 12
337 263 22
337 720 19
337 424 48
337 234 34
338 3 24
338 557 47
338 153 14
338 275 50
339 422 10
339 476 26
339 641 15
339 324 20
340 716 8
340 590 4
340 258 41
340 198 33
341 678 7
341 625 15
341 90 6
341 658 3
342 629 45
342 36 30
342 257 45
342 610 24
343 425 33
343 373 21
343 415 17
343 120 18
344 108 50
344 283 21
344 661 41
344 163 47
345 37 48
345 350 41
345 676 22
345 628 22
346 250 31
346 526 5
346 71 21
346 170 42
347 589 38
347 697 38
347 727 46
347 368 7
348 529 25
348 550 17
348 649 9
348 608 18
349 670 35
349 237 23
349 272 19
349 115 47
350 705 39
350 452 24
350 669 35
350 527 9
351 394 28
351 427 29
351 671 36
351 692 26
352 545 38
352 329 31
352 535 41
352 73 22
353 552 5
353 87 40
353 395 1
353 467 45
354 278 17
354 688 9
354 649 6
354 101 19
355 29 46
355 188 45
355 506 9
355 406 47
356 311 33
356 170 47
356 114 32
356 547 44
357 667 35
357 658 15
357 45 25
357 650 45
358 226 30
358 112 30
358 389 34
358 114 49
359 429 1
359 67 9
359 88 10
359 316 2
360 687 21
360 159 46
360 423 33
360 293 27
361 444 41
361 637 23
361 701 1
361 168 9
362 250 10
362 709 31
362 16 20
362 97 11
363 358 20
363 452 18
363 402 40
363 192 12
364 329 28
364 606 7
364 529 48
364 187 28
365 169 6
365 508 5
365 630 22
365 628 39
366 219 4
366 315 3
366 708 48
366 31 10
367 721 6
367 627 34
367 42 36
367 114 11
368 400 42
368 604 34
368 316 20
368 159 39
369 160 20
369 161 7
369 230 16
369 153 4
370 79 30
370 206 34
370 153 9
370 1 6
371 480 29
371 199 15
371 264 13
371 75 16
372 335 34
372 42 20
372 576 10
372 698 6
373 531 29
373 165 35
373 703 37
373 677 43
374 697 39
374 605 40
374 667 6
374 530 50
375 636 44
375 529 13
375 338 27
375 691 4
376 284 5
376 517 41
376 190 6
376 233 10
377 436 43
377 726 1
377 445 50
377 537 18
378 141 35
378 390 34
378 467 17
378 658 11
379 415 5
379 608 27
379 46 35
379 207 32
380 420 35
380 481 15
380 68 3
380 185 44
381 587 16
381 585 30
381 170 43
381 130 45
382 419 34
382 297 6
382 509 10
382 141 50
383 2 47
383 546 20
383 196 13
383 576 22
384 225 43
384 329 39
384 114 13
384 282 19
385 490 34
385 526 22
385 597 33
385 691 25
386 219 0
386 469 23
386 282 50
386 671 13
387 691 4
387 433 31
387 150 21
387 396 29
388 716 1
388 365 12
388 717 22
388 329 36
389 68 3
389 435 38
389 300 26
389 130 22
390 403 29
390 235 28
390 659 45
390 111 31
391 298 37
391 625 9
391 80 20
391 501 29
392 570 41
392 192 17
392 60 19
392 512 36
393 146 48
393 592 11
393 99 29
393 154 25
394 314 50
394 548 4
394 690 39
394 389 36
395 38 48
395 94 38
395 76 34
395 447 4
396 198 22
396 0 16
396 105 41
396 525 37
397 576 16
397 94 40
397 206 49
397 74 14
398 149 10
398 573 41
398 728 10
398 423 25
399 625 9
399 398 26
399 657 49
399 613 4
400 239 28
400 156 24
400 323 8
400 115 43
401 710 7
401 6 22
401 23 49
401 530 9
402 259 5
402 681 28
402 202 24
402 717 15
403 11 21
403 579 41
403 33 33
403 662 46
404 173 41
404 117 8
404 67 29
404 470 3
405 125 43
405 300 14
405 252 4
405 176 22
406 565 28
406 33 13
406 537 29
406 296 12
407 55 28
407 116 23
407 671 42
407 240 36
408 289 39
408 358 43
408 27 19
408 641 34
409 10 17
409 581 48
409 711 24
409 488 4
410 414 18
410 454 21
410 232 35
410 391 38
411 583 21
411 160 22
411 469 14
411 504 21
412 412 22
412 406 3
412 10 6
412 391 14
413 286 46
413 88 36
413 296 31
413 80 28
414 33 14
414 523 29
414 325 36
414 99 32
415 264 43
415 263 14
415 49 3
415 477 20
416 555 43
416 5 21
416 283 2
416 302 17
417 447 43
417 684 19
417 701 3
417 499 1
418 717 0
418 639 20
418 425 13
418 684 0
419 71 5
419 262 30
419 644 18
419 623 12
420 230 21
420 175 31
420 377 30
420 206 5
421 138 21
421 257 42
421 472 7
421 429 4
422 195 11
422 72 5
422 641 4
422 510 41
423 437 45
423 359 26
423 449 29
423 653 22
424 598 27
424 38 20
424 248 48
424 647 36
425 616 41
425 631 28
425 299 45
425 686 29
426 106 2
426 20 26
426 121 11
426 259 16
427 636 44
427 503 19
427 349 18
427 446 12
428 128 2
428 611 5
428 537 20
428 106 30
429 487 32
429 533 30
429 566 24
429 26 10
430 127 1
430 589 25
430 193 45
430 478 4
431 25 34
431 200 50
431 342 49
431 441 15
432 363 12
432 320 10
432 232 29
432 692 25
433 40 27
433 396 30
433 192 43
433 101 25
434 52 11
434 60 26
434 424 48
434 387 5
435 483 19
435 159 12
435 306 49
435 550 27
436 151 19
436 254 32
436 279 34
436 82 0
437 410 26
437 330 37
437 16 6
437 319 17
438 14 3
438 29 32
438 297 3
438 680 29
439 362 0
439 725 10
439 656 29
439 553 37
440 67 33
440 370 2
440 122 10
440 455 2
441 118 6
441 149 16
441 67 7
441 252 45
442 186 1
442 308 22
442 598 25
442 535 4
443 462 27
443 381 44
443 267 11
443 435 24
444 70 11
444 292 26
444 431 40
444 324 44
445 23 40
445 244 26
445 664 23
445 396 33
446 384 22
446 428 13
446 169 14
446 203 35
447 2 19
447 101 26
447 367 20
447 62 26
448 487 14
448 519 50
448 53 19
448 438 9
449 595 35
449 516 37
449 517 38
449 372 29
450 260 0
450 238 39
450 185 6
450 507 29
451 366 17
451 418 8
451 527 10
451 33 33
452 292 49
452 534 44
452 33 30
452 552 20
453 617 40
453 161 19
453 153 7
453 669 5
454 350 20
454 474 6
454 618 35
454 168 8
455 545 40
455 381 34
455 175 1
455 37 31
456 338 17
456 543 14
456 608 18
456 311 27
457 615 4
457 527 33
457 149 0
457 573 42
458 378 39
458 297 33
458 417 39
458 401 34
459 658 38
459 697 15
459 11 30
459 155 1
460 661 44
460 550 47
460 131 15
460 691 5
461 211 47
461 44 16
461 638 47
461 6 5
462 402 4
462 533 33
462 710 13
462 462 41
463 537 25
463 650 7
463 107 32
463 502 40
464 368 49
464 579 1
464 68 7
464 694 41
465 50 3
465 721 23
465 491 29
465 432 29
466 410 22
466 229 8
466 122 8
466 144 38
467 336 29
467 218 17
467 472 12
467 175 42
468 720 37
468 367 23
468 569 8
468 209 17
469 413 43
469 616 15
469 93 22
469 697 17
470 712 26
470 498 20
470 214 18
470 196 6
471 534 6
471 137 39
471 480 14
471 538 47
472 350 20
472 221 42
472 302 42
472 78 17
473 633 9
473 4 40
473 611 42
473 493 24
474 563 3
474 114 42
474 484 29
474 98 4
475 592 16
475 0 23
475 139 26
475 378 46
476 629 37
476 293 46
476 142 29
476 642 18
477 258 2
477 240 30
477 313 19
477 432 48
478 309 19
478 571 28
478 302 43
478 321 33
479 330 23
479 194 9
479 276 24
479 54 50
480 223 30
480 543 36
480 288 28
480 246 48
481 113 25
481 522 3
481 325 3
481 659 38
482 3 18
482 366 48
482 586 26
482 35 17
483 700 19
483 71 45
483 243 28
483 190 43
484 462 48
484 44 47
484 190 15
484 376 30
485 545 10
485 508 13
485 446 8
485 90 14
486 64 1
486 609 2
486 120 40
486 18 7
487 100 1
487 363 37
487 116 9
487 209 47
488 423 18
488 130 6
488 398 44
488 380 35
489 8 9
489 663 1
489 670 21
489 304 41
490 430 24
490 161 50
490 517 37
490 466 5
491 353 49
491 558 4
491 628 5
491 211 47
492 44 10
492 164 24
492 662 1
492 157 10
493 25 48
493 624 27
493 163 30
493 515 44
494 233 1
494 520 12
494 207 16
494 535 50
495 334 11
495 99 26
495 191 4
495 243 24
496 301 15
496 112 40
496 342 13
496 535 38
497 463 4
497 296 16
497 177 38
497 22 32
498 652 25
498 545 22
498 567 3
498 583 3
499 459 43
499 290 5
499 612 34
499 589 33
500 126 27
500 495 5
500 218 34
500 628 2
501 716 39
501 560 17
501 672 32
501 701 26
502 368 5
502 225 32
502 70 5
502 170 31
503 364 11
503 329 27
503 696 47
503 234 38
504 136 25
504 45 24
504 214 43
504 479 23
505 549 29
505 468 28
505 719 5
505 139 33
506 508 19
506 676 11
506 129 3
506 474 4
507 597 50
507 725 47
507 616 46
507 435 34
508 508 32
508 145 12
508 242 49
508 213 49
509 602 12
509 414 10
509 136 24
509 348 11
510 306 32
510 636 3
510 575 30
510 568 27
511 579 2
511 194 37
511 496 11
511 458 49
512 299 5
512 500 34
512 124 33
512 41 12
513 536 17
513 498 24
513 80 5
513 654 31
514 56 45
514 81 43
514 495 18
514 342 35
515 683 30
515 215 42
515 334 49
515 273 15
516 314 16
516 551 47
516 325 31
516 333 28
517 124 9
517 518 48
517 157 17
517 395 42
518 312 49
518 144 35
518 345 0
518 648 19
519 303 30
519 478 0
519 187 38
519 117 27
520 123 25
520 208 29
520 603 0
520 85 18
521 309 17
521 89 3
521 35 3
521 526 1
522 537 49
522 240 4
522 495 39
522 122 6
523 400 36
523 409 44
523 644 12
523 241 5
524 432 5
524 652 1
524 479 2
524 605 34
525 32 33
525 711 9
525 642 9
525 629 50
526 380 11
526 252 46
526 534 18
526 516 28
527 118 49
527 13 1
527 91 27
527 252 32
528 672 19
528 542 32
528 302 47
528 367 38
529 100 38
529 56 27
529 667 28
529 482 6
530 587 17
530 642 21
530 690 23
530 18 48
531 392 29
531 384 18
531 473 43
531 717 44
532 716 15
532 500 4
532 257 21
532 230 46
533 79 49
533 598 40
533 205 9
533 566 1
534 48 36
534 79 41
534 416 43
534 587 11
535 190 29
535 276 36
535 74 42
535 27 36
536 549 32
536 195 1
536 480 12
536 332 7
537 598 26
537 140 20
537 67 48
537 174 20
538 717 50
538 579 33
538 567 40
538 618 47
539 269 36
539 333 41
539 700 36
539 417 34
540 635 46
540 493 22
540 325 9
540 281 30
541 321 11
541 709 17
541 212 42
541 31 5
542 692 3
542 400 43
542 418 0
542 164 13
543 299 27
543 172 38
543 460 9
543 485 23
544 162 47
544 541 11
544 518 25
544 498 26
545 504 16
545 389 45
545 506 40
545 329 5
546 330 7
546 344 38
546 723 42
546 15 29
547 58 17
547 26 1
547 290 24
547 483 43
548 76 12
548 683 34
548 311 25
548 724 16
549 473 36
549 648 36
549 78 41
549 654 29
550 430 31
550 298 31
550 618 2
550 429 18
551 572 36
551 411 27
551 385 43
551 59 14
552 192 34
552 311 47
552 218 24
552 238 28
553 505 32
553 543 22
553 114 21
553 637 38
554 556 12
554 614 26
554 681 50
554 291 36
555 97 50
555 346 28
555 84 2
555 364 20
556 660 42
556 703 30
556 116 40
556 483 21
557 556 0
557 328 26
557 330 31
557 72 29
558 639 50
558 620 25
558 675 24
558 721 45
559 136 14
559 628 13
559 172 17
559 485 45
560 391 2
560 74 30
560 454 13
560 145 12
561 106 6
561 688 16
561 355 47
561 329 29
562 141 28
562 186 22
562 310 18
562 156 42
563 338 47
563 446 10
563 541 26
563 471 9
564 50 48
564 641 14
564 133 12
564 180 0
565 320 22
565 664 31
565 495 21
565 680 24
566 202 24
566 377 33
566 631 25
566 689 27
567 611 29
567 76 17
567 379 21
567 272 37
568 673 48
568 58 45
568 226 32
568 282 15
569 614 12
569 528 26
569 164 33
569 516 3
570 217 2
570 539 41
570 518 15
570 272 36
571 391 6
571 444 25
571 279 17
571 179 37
572 671 8
572 129 3
572 299 39
572 196 46
573 590 28
573 183 29
573 333 35
573 116 44
574 496 12
574 452 49
574 183 7
574 439 9
575 285 12
575 576 21
575 637 7
575 423 48
576 99 1
576 139 15
576 447 32
576 515 10
577 146 34
577 111 38
577 240 8
577 539 24
578 221 46
578 472 31
578 481 22
578 116 45
579 283 18
579 147 37
579 487 32
579 701 44
580 111 37
580 641 26
580 169 4
580 497 36
581 142 20
581 22 7
581 181 38
581 509 17
582 231 19
582 488 31
582 116 24
582 668 15
